eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,cluster
201607220005,2016,7,22,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.143521,1.0,0,The incident occurred in the Khaldiyah neighborhood.,"07/22/2016: Assailants fired projectiles that landed and detonated in Khaldiyah neighborhood, Aleppo city, Syria. There were no reported casualties in the attack. Both Jaysh al-Islam (Syria) and Jaish al-Mujahideen (Syria) separately claimed responsibility for the incident. Sources also attributed the attack to Al-Nusrah Front and the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,al-Khalidiyah Village,Village,200.0,Syria,,,,,,,,,,,,,,,,,Jaysh al-Islam (Syria),,Jaish al-Mujahideen (Syria),,Al-Nusrah Front,,,0.0,0.0,0.0,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",1.0,7.0,"Posted to website, blog, etc.",0.0,,,1.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,"Humaym rockets, Umar missiles, and mortars were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Russian Terrorism and Counterterrorism Highlights 22 July 2016,"" Summary, July 22, 2016.","""Syria: Alleged Cease-Fire Violations by Regime, Allies; Anti-Regime Hostilities 22 July 2016,"" Summary, July 22, 2016.",,START Primary Collection,0,0,0,0,,8
201607220010,2016,7,22,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.184412,37.21835,1.0,1,The incident occurred at the Al-Nayrab Airbase.,"07/22/2016: Assailants fired projectiles at Al-Nayrab Airbase outside of Aleppo city, Syria. There were no reported casualties in the attack. Al-Sham Legion claimed responsibility for the incident. Sources also attributed the attack to Al-Nusrah Front.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,44.0,Airport,al-Nayrab Airport,Airport,200.0,Syria,,,,,,,,,,,,,,,,,Al-Sham Legion,,Al-Nusrah Front,,Islamic State of Iraq and the Levant (ISIL),,,0.0,0.0,0.0,0,-99.0,0.0,1.0,6.0,Video,0.0,,,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,"A Kornet missile, rocket launchers, and mortars were used in the attack.",0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Russian Terrorism and Counterterrorism Highlights 22 July 2016,"" Summary, July 22, 2016.","""Syria: Alleged Cease-Fire Violations by Regime, Allies; Anti-Regime Hostilities 22 July 2016,"" Summary, July 22, 2016.",,START Primary Collection,0,1,0,1,,8
201607220018,2016,7,22,,0,,200,Syria,10,Middle East & North Africa,Damascus,Irbin,33.53906,36.366709,1.0,0,,"07/22/2016: Assailants fired projectiles that landed and detonated in Irbin, Damascus governorate, Syria. There were no reported casualties in the attack. The Southern Front claimed responsibility and stated that the incident was carried out in retaliation for military operations. The Free Syrian Army separately claimed responsibility while sources also attributed the attack to Al-Nusrah Front, the Islamic State of Iraq and the Levant (ISIL), and Jaysh al-Islam (Syria).",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Arbil Suburb,Suburb,200.0,Syria,,,,,,,,,,,,,,,,,Southern Front,,Free Syrian Army,Al-Rahman Corps,Al-Nusrah Front,,The Southern Front claimed responsibility for the incident and stated that the attack was carried out in retaliation for military operations.,0.0,0.0,0.0,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",1.0,7.0,"Posted to website, blog, etc.",0.0,,,1.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Artillery and a locally-made Umar launcher were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Russian Terrorism and Counterterrorism Highlights 22 July 2016,"" Summary, July 22, 2016.","""Syria: Alleged Cease-Fire Violations by Regime, Allies; Anti-Regime Hostilities 22 July 2016,"" Summary, July 22, 2016.",,START Primary Collection,0,0,0,0,,0
201607220019,2016,7,22,,0,,200,Syria,10,Middle East & North Africa,Idlib,Fuah,35.982763,36.704648,1.0,0,,"07/22/2016: Assailants fired projectiles that landed and detonated in Fuah, Idlib, Syria. There were no reported casualties in the attack. The Southern Front claimed responsibility and stated that the incident was carried out in retaliation for military operations. Sources also attributed the attack to Al-Nusrah Front and the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,al-FuaÂ¡Â¯a Town,Town,200.0,Syria,,,,,,,,,,,,,,,,,Southern Front,,Al-Nusrah Front,,Islamic State of Iraq and the Levant (ISIL),,The Southern Front claimed responsibility for the incident and stated that the attack was carried out in retaliation for military operations.,0.0,0.0,0.0,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",0.0,,,0.0,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rocket-propelled grenades (RPGs) were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""Russian Terrorism and Counterterrorism Highlights 22 July 2016,"" Summary, July 22, 2016.","""Syria: Alleged Cease-Fire Violations by Regime, Allies; Anti-Regime Hostilities 22 July 2016,"" Summary, July 22, 2016.",,START Primary Collection,0,1,0,1,,8
201607220087,2016,7,22,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.143521,1.0,0,The incident occurred in the western part of the city.,"07/22/2016: Assailants fired mortars at a public park in western Aleppo city, Syria. At least eight people were killed and 30 others were injured in the attack. No group claimed responsibility; however, sources attributed the incident to the Nur-al-Din al-Zinki Movement.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Unknown,Park,200.0,Syria,,,,,,,,,,,,,,,,,Nur-al-Din al-Zinki Movement,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,8.0,0.0,0.0,30.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent, reliable estimates are reported here.","""Air raids strike 4 hospitals in Syria's Aleppo: report,"" Xinhua General News Service, July 24, 2016.","""Gulf-backed rebels massacre civilians in Aleppo public park,"" Al-Masdar News, July 23, 2016.",,START Primary Collection,0,0,0,0,,8
201607240039,2016,7,24,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in Bab Touma in Damascus.,"07/24/2016: Assailants fired mortars that landed and detonated in Bab Touma neighborhood, Damascus, Syria. This was one of three projectile attacks in different neighborhoods of Damascus on the same day. At least two people were killed across the two incidents that did not occur in Qaimariyeh and 20 other people were injured across all three attacks. No group claimed responsibility for the incidents.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation for recent military operations.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,1.0,0.0,0.0,7.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here. Casualty numbers for this incident represent a division of the total number of those wounded across incidents 201607240039, 201607240040, 201607240041, and those killed across incidents 201607240039 and 201607240041.","""Syria: Mortar bomb hits Damascus cafe, several killed,"" Al Jazeera, July 24, 2016.","""At least 8 killed in mortar attacks on Syrian capital,"" Xinhua News Agency, July 25, 2016.","""Updated-Three citizens killed, several others injured in terrorist attacks'in Aleppo and Damascus,"" Kazakhstan News, July 25, 2016.",START Primary Collection,-9,-9,0,-9,"201607240039, 201607240040, 201607240041",0
201607240040,2016,7,24,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Qaimariyeh neighborhood in Old Damascus.,"07/24/2016: Assailants fired mortars at a restaurant in Qaimariyeh neighborhood, Damascus, Syria. At least six people were killed in the incident. This was one of three projectile attacks in different neighborhoods of Damascus on the same day. At least 20 people were injured across all three incidents. No group claimed responsibility for the attacks.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/CafÂ¨Â¦,Unknown,Restaurant,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation for recent military operations.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,6.0,0.0,0.0,7.0,0.0,0.0,1,4.0,Unknown,-99.0,A restaurant was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here. Casualty numbers for this incident represent a division of the total number of those wounded across incidents 201607240039, 201607240040, and 201607240041.","""Syria: Mortar bomb hits Damascus cafe, several killed,"" Al Jazeera, July 24, 2016.","""At least 8 killed in mortar attacks on Syrian capital,"" Xinhua News Agency, July 25, 2016.","""Rocket fire kills at least 8 in Syrian capital,"" Agence France-Presse Top News (English), t, July 24, 2016.",START Primary Collection,-9,-9,0,-9,"201607240039, 201607240040, 201607240041",0
201607240041,2016,7,24,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in Bab as Salaam in Syria.,"07/24/2016: Assailants fired mortars that landed and detonated in Bab as Salaam neighborhood, Damascus, Syria. This was one of three projectile attacks in different neighborhoods of Damascus on the same day. At least two people were killed across the two incidents that did not occur in Qaimariyeh and 20 other people were injured across all three attacks. No group claimed responsibility for the incidents.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation for recent military operations.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,1.0,0.0,0.0,6.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here. Casualty numbers for this incident represent a division of the total number of those wounded across incidents 201607240039, 201607240040, 201607240041, and those killed across incidents 201607240039 and 201607240041.","""Syria: Mortar bomb hits Damascus cafe, several killed,"" Al Jazeera, July 24, 2016.","""At least 8 killed in mortar attacks on Syrian capital,"" Xinhua News Agency, July 25, 2016.","""Rocket fire kills at least 8 in Syrian capital,"" Agence France-Presse Top News (English), t, July 24, 2016.",START Primary Collection,-9,-9,0,-9,"201607240039, 201607240040, 201607240041",0
201607250044,2016,7,25,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in Kafr Sousa neighborhood in Damascus city.,"07/25/2016: An explosives-laden vehicle detonated in Kafr Sousa neighborhood, Damascus, Syria. Several people were injured in the blast. The League of Damascus for Special Tasks claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Kafr Sousa Neighborhood,Neighborhood,200.0,Syria,,,,,,,,,,,,,,,,,League of Damascus for Special Tasks,,,,,,,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives-laden Mitsubishi vehicle containing 150 kilograms of explosive material was used in the attack.,0.0,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,Government buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Car Bomb Hits Damascus, Wounds Several,"" VOA News, July 26, 2016.","""Explosion near Iranian School in Damascus Leaves Casualties,"" Latin American Herald Tribune, July 26, 2016.","""Powerful car bomb blast hits Damascus: state news agency,"" Agence France-Presse Top News (English), t, July 25, 2016.",START Primary Collection,0,0,0,0,,0
201607250045,2016,7,25,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.143521,1.0,0,The incident occurred in the Khaldiyah neighborhood.,"07/25/2016: Assailants fired rockets that landed and detonated in Khaldiyah neighborhood, Aleppo, Syria. At least two people were killed in the attack. No group claimed responsibility; however, sources attributed the incident to Al-Nusrah Front.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Al-Nusrah Front,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,2.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,An unspecified amount of property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""A woman and her child killed, four injured in terrorist attacks'in Aleppo and Damascus,"" Kazakhstan News, July 25, 2016.","""Air strikes, rebel fire kill 19 in Syria's Aleppo: Monitor,"" Times of India, July 25, 2016.","""Syria: Mother, child killed in rocket shells fired by Jabhat al-Nusra-linked terrorist groups,"" NewsR.in, July 25, 2016.",START Primary Collection,0,0,0,0,,8
201607250046,2016,7,25,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515242,36.292083,1.0,0,The incident occurred in the Qaimarryeh neighborhood.,"07/25/2016: Assailants fired mortars that landed and detonated in Qaimarryeh neighborhood, Damascus, Syria. At least four people were wounded in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A mortar was used in the attack.,0.0,0.0,0.0,4.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""A woman and her child killed, four injured in terrorist attacks'in Aleppo and Damascus,"" Kazakhstan News, July 25, 2016.","""1st LD: Car bomb goes off in Syrian capital near Iranian school,"" Xinhua General News Service, July 25, 2016.",,START Primary Collection,-9,-9,0,-9,,0
201607270031,2016,7,27,,0,,200,Syria,10,Middle East & North Africa,Al Hasakah,Qamishli,37.05336,41.227344,1.0,0,The incident occurred in Gharbi neighborhood.,"07/27/2016: A suicide bomber detonated an explosives-laden vehicle near a People's Protection Units (YPG) security headquarters in Gharbi neighborhood, Qamishli, Al Hasakah, Syria. This was one of two vehicle bombings in Qamishli on the same day. In addition to the bomber, at least 52 people were killed and 170 others were injured across both blasts. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility and stated that the attack was carried out in retaliation for recent military operations in Manbij.",1,1,1,0,,,1.0,1,1,3,Bombing/Explosion,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,PeopleÂ¡Â¯s Protection Units (YPG),Security Headquarters,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out in retaliation for recent military operations in Manbij.,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives-laden truck was used in the attack.,27.0,0.0,1.0,85.0,0.0,0.0,1,4.0,Unknown,-99.0,Unspecified property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent a division of the total number of those killed and wounded across incidents 201607270031 and 201607270032.","""Syria: Deadly IS twin blasts rock Kurdish city of Qamishli,"" BBC, July 27, 2016.","""Death toll of Syria's Qamishli bombing rise to 52,"" Xinhua, July 28, 2016.","""Dozens Killed In IS Bomb Attack In Northern Syria,"" Radio Free Europe, July 27, 2016.",START Primary Collection,0,1,0,1,"201607270031, 201607270032",9
201607270032,2016,7,27,,0,,200,Syria,10,Middle East & North Africa,Al Hasakah,Qamishli,37.05336,41.227344,1.0,0,The incident occurred in Gharbi neighborhood.,"07/27/2016: An explosives-laden vehicle detonated near a People's Protection Units (YPG) security headquarters in Gharbi neighborhood, Qamishli, Al Hasakah, Syria. This was one of two vehicle bombings in Qamishli on the same day. In addition to the bomber, at least 52 people were killed and 170 others were injured across both blasts. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility and stated that the attack was carried out in retaliation for recent military operations in Manbij.",1,1,1,1,4.0,Lack of Intentionality,1.0,1,0,3,Bombing/Explosion,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,PeopleÂ¡Â¯s Protection Units (YPG),Security Headquarters,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out in retaliation for recent military operations in Manbij.,0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives-laden motorcycle was used in the attack.,26.0,0.0,0.0,85.0,0.0,0.0,1,4.0,Unknown,-99.0,Unspecified property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. Authorities suspected that the attack may have been the result of a gas tank explosion in the initial blast. Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this incident represent a division of the total number of those killed and wounded across incidents 201607270031 and 201607270032.","""Syria: Deadly IS twin blasts rock Kurdish city of Qamishli,"" BBC, July 27, 2016.","""Death toll of Syria's Qamishli bombing rise to 52,"" Xinhua, July 28, 2016.","""Dozens Killed In IS Bomb Attack In Northern Syria,"" Radio Free Europe, July 27, 2016.",START Primary Collection,0,1,0,1,"201607270031, 201607270032",9
201607270047,2016,7,27,,0,,200,Syria,10,Middle East & North Africa,Rif Dimashq,Hawsh al-Farah,33.566096,36.485137,1.0,0,,"07/27/2016: Assailants fired projectiles that landed and detonated in Hawsh al-Farah, Rif Dimashq, Syria. There were no reported casualties in the attack. The Southern Front and Jaysh al-Islam (Syria) separately claimed responsibility for the incident. Sources also attributed the attack to the Islamic State of Iraq and the Levant (ISIL) and Al-Nusrah Front.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Haush al-Farah Suburb,Suburb,200.0,Syria,,,,,,,,,,,,,,,,,Southern Front,,Jaysh al-Islam (Syria),,Islamic State of Iraq and the Levant (ISIL),,,0.0,0.0,0.0,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",1.0,7.0,"Posted to website, blog, etc.",0.0,,,1.0,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortar grenades were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"""ISIL, Jabhat al-Nusra attack populated localities in Aleppo, Damascus, Hama provinces - Russian Defense Ministry,"" Interfax, July 27, 2016.","""Syria: Alleged Cease-Fire Violations by Regime, Allies; Anti-Regime Hostilities 29 July 2016,"" Summary, July 29, 2016.",,START Primary Collection,0,1,0,1,,0
201607280033,2016,7,28,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Buyir,36.533357,37.95028,2.0,0,The incident occurred near Manbij.,"07/28/2016: Assailants executed 24 civilians in Buyir, Aleppo, Syria. The Islamic State in Iraq and the Levant (ISIL) claimed responsibility for the attack.",1,1,1,0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Buyir Village,Village,200.0,Syria,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,24.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,24.0,0.0,-99.0,,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"""IS executes 24 civilians Â¨C Calls grow for Syria to end Aleppo siege,"" Kuwait Times, July 29, 2016.","""Islamic State seizes Buyir village in Syria and executes 24 civilians, says monitoring group,"" International Business Times UK, July 29, 2016.","""Terrorism: Transcript of ISIL's Al-Bayan News Bulletin for 30 July,"" Twitter, July 30, 2016.",START Primary Collection,0,1,0,1,,44
201607310048,2016,7,31,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.143521,1.0,0,The incident occurred in Rashidin neighborhood in Aleppo.,"07/31/2016: Two explosives-laden vehicles detonated near Syrian Army forces in Rashidin neighborhood, Aleppo, Syria. There were no reported casualties in the blasts. Both Al-Nusrah Front and Ahrar al-Sham claimed responsibility for the attack.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Syrian Army,Forces,200.0,Syria,,,,,,,,,,,,,,,,,Al-Nusrah Front,,Ahrar al-Sham,,,,,0.0,0.0,,0,-99.0,0.0,1.0,10.0,Unknown,1.0,10.0,Unknown,,,,0.0,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Two explosives-laden vehicles were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Syrian rebels push to break government control of eastern Aleppo,"" UPI, August 1, 2016.","""Jihadists launch offensive to ease Aleppo siege,"" Agence France-Presse Top News (English), t, July 31, 2016.",,START Primary Collection,0,0,0,0,,8
201608010019,2016,8,1,,0,,200,Syria,10,Middle East & North Africa,Idlib,Saraqib,35.86851,36.804666,1.0,1,The incident occurred approximately 15 km outside of the city.,"08/01/2016: Assailants shot down a Russian Armed Forces helicopter outside of Saraqib, Idlib, Syria. At least five crew members were killed in the attack. No group claimed responsibility; however, sources attributed the attack to Al-Nusrah Front.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,31.0,Military Aircraft,Russian Armed Forces,Helicopter,167.0,Russia,,,,,,,,,,,,,,,,,Al-Nusrah Front,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A military helicopter was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Syria's civil war: 'Chlorine gas dropped on Idlib town',"" Al Jazeera, August 2, 2016.","""3RD LEAD,"" Deutsche Presse-Agentur, August 1, 2016.","""Moscow - 5 killed as Russian military chopper shot down in Syria: Kremlin,"" AFP (North European Service), August 1, 2016.",START Primary Collection,0,1,1,1,,8
201608010021,2016,7,31,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.143521,1.0,0,The incident occurred in the south east of the city of Aleppo.,"07/31/2016: Multiple suicide bombers detonated explosives-laden vehicles in southeast Aleppo city, Syria. Additional assailants armed with projectiles and firearms then attacked the area. An unknown number of assailants were killed in clashes with security forces. Both Al-Nusrah Front and Ahrar al-Sham claimed responsibility for the incident.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,2.0,Armed Assault,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Aleppo City,City,200.0,Syria,,,,,,,,,,,,,,,,,Al-Nusrah Front,,Ahrar al-Sham,,,,,0.0,0.0,,0,5000.0,0.0,1.0,10.0,Unknown,1.0,10.0,Unknown,,,,0.0,6,Explosives,15.0,Vehicle,6.0,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,5.0,Unknown Gun Type,,,,,"Four explosives-laden infantry fighting vehicles, tanks, and firearms were used in the attack.",,0.0,,,0.0,,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Rebel shelling kills civilians in Syria's Aleppo,"" Al Jazeera, August 1, 2016.","""Offensive launched by group of 5,000 militants in southeastern Aleppo repelled with support of Russian Aerospace Forces - Gen. Rudskoi,"" Russia & CIS Military Newswire, August 1, 2016.","""Russian transport chopper downed in terrorists-held area in Syria: defense ministry,"" Xinhua General News Service, August 1, 2016.",START Primary Collection,0,0,0,0,,8
